Filename,Type,Image Size (MB),Image X,Image Y,DPI,(Center) Coordinate,Favorite,Continent,Bit color,Alpha,Hockey Team,User Tags
Los_Angeles_000991.cr2,cr2,43.72,4000,3000,600,"34° 55' N, 118° 16' W",,North America,16,,,"""""""Event, Landscape, Nature, Urban, Forest"""""""
Cairo_000992.cr2,cr2,15.03,5472,3648,300,"30.49830, 31.46243",Yes,Africa,16,,,"""""""Holiday"""""""
New_York_000993.tif,tif,16.71,4000,3000,600,"41° 14' N, 75° 34' W",Yes,North America,,Y,,"""""""Beach, Blue Hour, Sports, Black and White"""""""
Paris_000994.jpeg,jpeg,16.36,2048,1536,96,"49° 56' N, 2° 04' E",,Europe,32,,,
Vancouver_000995.raw,raw,28.36,6000,4000,600,"49° 28' N, 123° 10' W",Yes,North America,16,,,"""""""Vacation, Work, Forest"""""""
Barcelona_000996.arw,arw,43.16,3264,2448,600,"41° 13' N, 2° 44' E",,Europe,14,,,"""""""Black and White, Holiday, Panorama, Sunset, Concert"""""""
Cape_Town_000997.jpeg,jpeg,8.17,2048,1536,96,"34° 35' S, 18° 34' E",,Africa,32,Y,,"""""""Landscape, Portrait"""""""
Mumbai_000998.png,png,3.05,4000,3000,150,"18.76509, 73.32439",Yes,Asia,32,,,"""""""Forest, Vintage"""""""
Los_Angeles_000999.nef,nef,28.65,4032,3024,1200,"34° 03' N, 118° 16' W",,North America,,,,
Barcelona_001000.cr2,cr2,32.58,1920,1080,600,"40.97633, 1.81095",,Europe,,Y,,
Sydney_001001.jpeg,jpeg,3.47,3264,2448,150,"33° 43' S, 151° 34' E",,Australia,,,,
Berlin_001002.jpeg,jpeg,23.26,5472,3648,96,"52.80304, 13.66137",Yes,Europe,32,,,"""""""HDR, Wedding, City, Macro, Vacation"""""""
Berlin_001003.tiff,tiff,22.89,2048,1536,1200,"53.00783, 13.47116",,Europe,24,,,
Cape_Town_001004.png,png,14.01,4032,3024,300,"34° 08' S, 19° 08' E",Yes,Africa,32,,,"""""""Macro, Food, Event, Abstract"""""""
Cairo_001005.raw,raw,41.33,6000,4000,1200,"30.30157, 31.21640",,Africa,14,,,"""""""Holiday, Family"""""""
Rio_de_Janeiro_001006.cr2,cr2,34.84,5472,3648,300,"23° 57' S, 44° 46' W",,South America,,,,"""""""Travel"""""""
Barcelona_001007.png,png,9.55,3264,2448,96,"41° 26' N, 2° 36' E",,Europe,32,,Canucks,"""""""Wedding, Sunrise, Travel, Forest, Portrait"""""""
Singapore_001008.tiff,tiff,22.47,4000,3000,600,"2° 31' N, 104° 10' E",Yes,Asia,24,,,
Cape_Town_001009.tiff,tiff,10.19,4000,3000,1200,"-33.51839, 18.18323",,Africa,48,,Rangers,"""""""Nature, Vintage"""""""
Sydney_001010.tiff,tiff,25.73,2048,1536,600,"-33.81980, 150.82703",,Australia,24,Y,,"""""""Abstract, Event, Panorama, Portrait, HDR"""""""
Tokyo_001011.raw,raw,30.68,6000,4000,300,"35° 27' N, 139° 06' E",,Asia,14,,Canadiens,"""""""Sunset, Beach"""""""
Tokyo_001012.jpg,jpg,6.65,5472,3648,96,"35° 18' N, 140° 10' E",,Asia,24,,,"""""""Street, Concert, Panorama, Vintage, Food"""""""
Vancouver_001013.raw,raw,18.75,1920,1080,600,"48.90692, -122.69148",Yes,,16,,,"""""""Family"""""""
Barcelona_001014.png,png,6.02,4000,3000,150,"41° 38' N, 3° 23' E",,Europe,,,,"""""""Nature, Panorama"""""""
Mumbai_001015.tiff,tiff,9.26,5472,3648,600,"19° 58' N, 73° 56' E",,Asia,,,,"""""""Vacation, City, Family, Nature, Golden Hour"""""""
Barcelona_001016.tif,tif,27.45,4032,3024,600,"41° 32' N, 3° 33' E",,Europe,48,,,"""""""Landscape, Architecture, Travel, Panorama, Black and White"""""""
Tokyo_001017.tiff,tiff,30.62,6000,4000,1200,"36° 34' N, 139° 48' E",,Asia,48,Y,,"""""""Food"""""""
Buenos_Aires_001018.nef,nef,18.01,3264,2448,1200,"35° 54' S, 58° 13' W",,South America,,,Rangers,"""""""Travel, Event, Work, Macro, Mountain"""""""
Los_Angeles_001019.raw,raw,30.89,5472,3648,300,"34.51437, -118.50978",,North America,,,,"""""""Event, City, Travel, Family, Portrait"""""""
Berlin_001020.png,png,15.71,2048,1536,150,"53° 09' N, 14° 54' E",,Europe,24,,,"""""""Art"""""""
Paris_001021.nef,nef,19.33,2048,1536,1200,"49.23189, 2.18137",Yes,Europe,16,,,"""""""Travel, Sunrise"""""""
New_York_001022.jpg,jpg,7.21,2048,1536,72,"40.80954, -73.72609",,North America,32,,,"""""""Sunrise, Holiday, Concert, Blue Hour"""""""
Mumbai_001023.cr2,cr2,30.88,4032,3024,1200,"18.92081, 72.56597",,Asia,14,Y,,"""""""Macro, Night, Event, Sunrise"""""""
Rio_de_Janeiro_001024.jpg,jpg,7.64,2048,1536,150,"23° 51' S, 43° 19' W",,South America,,,,"""""""Panorama"""""""
Tokyo_001025.cr2,cr2,36.65,5472,3648,1200,"35.55660, 139.64191",,,,,,"""""""Vintage"""""""
Los_Angeles_001026.cr2,cr2,22.31,6000,4000,1200,"34° 14' N, 118° 45' W",Yes,North America,16,Y,,"""""""Blue Hour"""""""
Vancouver_001027.cr2,cr2,19.89,6000,4000,600,"49° 56' N, 123° 14' W",,North America,16,Y,,"""""""Sports"""""""
Rio_de_Janeiro_001028.jpg,jpg,9.94,2048,1536,150,"23° 38' S, 43° 15' W",,South America,24,Y,,"""""""Night"""""""
Cape_Town_001029.jpeg,jpeg,7.01,3840,2160,150,"-33.91147, 18.58556",,,24,Y,,"""""""Food"""""""
Berlin_001030.raw,raw,35.35,3264,2448,300,"52.58606, 13.68211",,Europe,16,Y,,"""""""Food"""""""
New_York_001031.jpeg,jpeg,2.36,3840,2160,72,"40.55613, -74.10624",,North America,32,,,
Cairo_001032.arw,arw,38.05,3264,2448,600,"30° 07' N, 31° 13' E",,Africa,16,Y,,"""""""Vintage, Sunrise"""""""
Cape_Town_001033.png,png,3.84,5472,3648,150,"-34.37737, 18.15964",,Africa,32,,,"""""""Festival, Vintage, Wedding, Mountain"""""""
Rio_de_Janeiro_001034.tif,tif,26.22,4032,3024,300,"23° 10' S, 44° 53' W",,South America,24,,,"""""""Concert, Sports"""""""
Tokyo_001035.nef,nef,29.78,3264,2448,1200,"35.68421, 140.03839",,Asia,16,Y,,
Sydney_001036.tif,tif,21.26,4032,3024,1200,"34° 01' S, 151° 58' E",,Australia,,,,"""""""Sports, Travel"""""""
Cairo_001037.tiff,tiff,13.76,3264,2448,300,"30.00947, 31.27526",,Africa,24,,,"""""""Forest"""""""
Barcelona_001038.nef,nef,42.73,6000,4000,1200,"42° 00' N, 2° 41' E",,Europe,16,,,"""""""Sunset"""""""
Tokyo_001039.nef,nef,21.87,2048,1536,600,"35.21606, 139.89597",,Asia,,,,"""""""Vintage, Family"""""""
Los_Angeles_001040.cr2,cr2,26.35,3264,2448,300,"33.98769, -118.73642",,,,,,"""""""Beach, Vintage"""""""
Tokyo_001041.png,png,24.73,6000,4000,96,,,Asia,32,,,"""""""Golden Hour, Sports, Travel, Holiday"""""""
Buenos_Aires_001042.png,png,16.67,5472,3648,96,"-35.09649, -58.26075",Yes,South America,32,,,"""""""Nature, Street, Night, Vacation, Blue Hour"""""""
Buenos_Aires_001043.jpeg,jpeg,3.87,2048,1536,96,"35° 52' S, 59° 05' W",,South America,32,Y,,"""""""Sports, Wedding, Travel"""""""
Cairo_001044.nef,nef,33.91,3840,2160,600,"30.12024, 31.54576",,Africa,14,,,"""""""Festival, Food, Sports"""""""
Rio_de_Janeiro_001045.tiff,tiff,27.38,1920,1080,1200,"23° 19' S, 44° 18' W",,South America,24,Y,,"""""""Beach, Panorama"""""""
Berlin_001046.jpg,jpg,12.61,2048,1536,300,,,Europe,32,,,"""""""Sunrise, Black and White, City, Golden Hour"""""""
Buenos_Aires_001047.nef,nef,37.17,1920,1080,300,"34° 53' S, 58° 20' W",,South America,14,Y,,"""""""Macro, Forest"""""""
Cape_Town_001048.cr2,cr2,44.06,3264,2448,1200,"34° 08' S, 19° 37' E",,Africa,16,,,"""""""Nature, Night"""""""
Sydney_001049.tiff,tiff,29.29,6000,4000,600,"34° 22' S, 151° 43' E",,Australia,24,,,"""""""Sunset, Vacation"""""""
Los_Angeles_001050.cr2,cr2,35.82,4000,3000,600,"34.25091, -118.07082",,North America,,Y,,"""""""Sports, Landscape, Sunset, Travel"""""""
Los_Angeles_001051.tiff,tiff,21.87,5472,3648,600,,Yes,North America,32,,,
Tokyo_001052.raw,raw,24.65,4000,3000,300,"35° 43' N, 139° 40' E",,Asia,14,Y,,"""""""City, Work, Sports, Night, Macro"""""""
Mumbai_001053.arw,arw,25.48,3840,2160,1200,"19° 10' N, 73° 13' E",,Asia,16,,,"""""""Food, Sunrise"""""""
Buenos_Aires_001054.nef,nef,17.7,3840,2160,300,"-34.57530, -58.75808",,South America,14,,,
Cairo_001055.arw,arw,18.36,3264,2448,300,,Yes,Africa,,,,"""""""Urban, Nature, Beach, Blue Hour"""""""
Los_Angeles_001056.jpeg,jpeg,14.31,2048,1536,300,"34.16967, -117.80205",,North America,24,,,"""""""City, Festival, Urban"""""""
Mumbai_001057.png,png,17.56,6000,4000,96,"19° 13' N, 73° 53' E",,Asia,32,,,"""""""Blue Hour"""""""
Singapore_001058.arw,arw,30.0,3840,2160,300,"2° 26' N, 104° 14' E",,Asia,,,,"""""""Vacation, Landscape"""""""
Cairo_001059.jpeg,jpeg,15.32,4000,3000,72,,,Africa,32,,,"""""""Panorama, Street, Abstract"""""""
New_York_001060.jpg,jpg,13.31,4000,3000,72,"41° 59' N, 74° 52' W",,North America,,,,"""""""City, Golden Hour"""""""
Barcelona_001061.png,png,3.87,3840,2160,72,"41.21994, 1.80144",,Europe,32,Y,Flames,"""""""Wedding"""""""
Vancouver_001062.jpeg,jpeg,4.25,2048,1536,96,"49° 14' N, 123° 44' W",,North America,,Y,,"""""""Sunset, Sunrise, Concert, Portrait"""""""
London_001063.cr2,cr2,43.06,3264,2448,600,"51.45758, -0.50928",,Europe,16,,,"""""""Beach, Wildlife, Night"""""""
Paris_001064.nef,nef,21.59,5472,3648,1200,"48° 27' N, 2° 56' E",,Europe,14,,,"""""""Night, Golden Hour, Black and White, Beach"""""""
Los_Angeles_001065.cr2,cr2,41.31,4000,3000,600,"33.81214, -117.82030",,North America,16,Y,,"""""""Blue Hour, Night, Architecture, Forest"""""""
Vancouver_001066.jpeg,jpeg,24.95,4000,3000,72,"49° 46' N, 123° 19' W",,North America,24,Y,Jets,"""""""HDR, Wildlife, Family, Festival, Urban"""""""
Singapore_001067.jpg,jpg,17.09,1920,1080,300,"1.02542, 104.19590",,Asia,32,,,"""""""Abstract, Sports, Mountain, Wildlife"""""""
Tokyo_001068.raw,raw,40.53,6000,4000,600,"35.78884, 139.58111",,Asia,16,,,"""""""HDR, Portrait, Abstract, Wildlife, Sports"""""""
Buenos_Aires_001069.raw,raw,30.94,3840,2160,600,"35° 39' S, 59° 48' W",,South America,,,Jets,"""""""Golden Hour, Vintage, Blue Hour, Black and White"""""""
London_001070.jpg,jpg,18.19,3264,2448,96,"51.97759, 0.29133",,Europe,24,,,"""""""Wildlife"""""""
Vancouver_001071.arw,arw,23.82,4000,3000,600,"49.45868, -122.91622",,North America,,,,"""""""Nature, Black and White, City"""""""
Buenos_Aires_001072.tiff,tiff,13.86,6000,4000,1200,,,South America,,,,"""""""Holiday, Sunset"""""""
Los_Angeles_001073.arw,arw,37.74,1920,1080,600,"33.88948, -117.92781",,North America,14,,,"""""""Street, Work, Wedding, Sunset, HDR"""""""
Singapore_001074.nef,nef,40.23,3264,2448,1200,"1.02878, 103.60401",,Asia,16,,,"""""""Landscape, Macro, Architecture, Travel"""""""
Tokyo_001075.png,png,1.65,4000,3000,72,"36° 19' N, 139° 53' E",Yes,Asia,24,,Jets,"""""""HDR, Sunset, Food, Work"""""""
Tokyo_001076.arw,arw,41.89,3264,2448,1200,"35° 45' N, 139° 24' E",,Asia,16,Y,,"""""""Sports"""""""
Cape_Town_001077.jpeg,jpeg,6.08,1920,1080,150,"34° 10' S, 18° 29' E",,Africa,32,,,"""""""Forest, Vintage, Beach, Travel, Nature"""""""
Paris_001078.nef,nef,24.75,4032,3024,600,"49° 06' N, 2° 57' E",,Europe,14,,,"""""""Art, Abstract, Sunrise"""""""
Los_Angeles_001079.nef,nef,17.05,5472,3648,600,"34.37941, -118.00170",,North America,16,,,"""""""Macro, Beach, Event"""""""
Tokyo_001080.jpg,jpg,3.29,4032,3024,150,"35.77101, 139.25302",,Asia,,,,"""""""Wedding"""""""
Paris_001081.png,png,9.42,4032,3024,96,"48° 04' N, 2° 19' E",Yes,Europe,24,Y,,"""""""Abstract"""""""
Cape_Town_001082.tiff,tiff,27.92,3840,2160,600,"-33.52315, 18.42538",Yes,Africa,32,,,
Cape_Town_001083.raw,raw,22.59,5472,3648,600,"34° 30' S, 18° 29' E",,Africa,16,,,"""""""Mountain"""""""
Barcelona_001084.jpg,jpg,23.25,3264,2448,150,"41.63029, 1.71892",,,24,,,
Vancouver_001085.jpg,jpg,20.47,1920,1080,72,"49° 26' N, 124° 57' W",,North America,32,,,"""""""Holiday, Urban, Landscape"""""""
Paris_001086.jpg,jpg,20.52,1920,1080,150,"48.72884, 2.60400",,Europe,32,Y,,"""""""Festival, Wedding"""""""
Barcelona_001087.jpg,jpg,20.6,6000,4000,96,"40.93193, 1.99020",,Europe,24,Y,,"""""""Art, Beach, Wildlife, Sports, HDR"""""""
Barcelona_001088.tif,tif,21.65,5472,3648,1200,"41.36155, 2.27035",Yes,Europe,32,Y,,"""""""Panorama"""""""
Singapore_001089.arw,arw,31.71,3264,2448,1200,"1° 50' N, 104° 38' E",,Asia,14,,,"""""""Holiday, Sports, Night"""""""
Sydney_001090.tiff,tiff,18.95,1920,1080,600,"-33.50933, 151.13733",,,,,,"""""""City, Sunset, Panorama"""""""
London_001091.arw,arw,37.03,5472,3648,600,"51° 25' N, 1° 57' W",Yes,Europe,16,,,"""""""Nature, Night"""""""
Mumbai_001092.tif,tif,10.45,3264,2448,300,,,Asia,32,Y,,"""""""Event, Holiday, HDR, Street, Forest"""""""
Berlin_001093.png,png,3.38,5472,3648,150,"52.57041, 13.74120",Yes,Europe,32,Y,,"""""""Urban, Travel, Holiday, Food, Architecture"""""""
Mumbai_001094.png,png,17.98,5472,3648,300,"19° 04' N, 73° 53' E",Yes,Asia,32,Y,,"""""""Sunset, Mountain, Travel, Black and White"""""""
Buenos_Aires_001095.jpeg,jpeg,5.13,5472,3648,150,"35° 14' S, 59° 27' W",,South America,,,,"""""""Golden Hour"""""""
Rio_de_Janeiro_001096.jpg,jpg,2.02,4032,3024,300,"23° 12' S, 43° 01' W",Yes,South America,24,,,"""""""Macro, Black and White"""""""
New_York_001097.nef,nef,27.47,4000,3000,300,"41° 51' N, 74° 52' W",Yes,North America,14,Y,,"""""""Nature, Concert, Macro, Wildlife, Vacation"""""""
Los_Angeles_001098.jpg,jpg,13.64,4000,3000,96,"34° 16' N, 118° 57' W",,North America,24,,,"""""""Forest, Work, Landscape, HDR, Urban"""""""
Barcelona_001099.tif,tif,22.2,3264,2448,300,"41.18951, 2.24309",,Europe,32,,,"""""""Urban, Forest, Holiday"""""""
Sydney_001100.raw,raw,31.44,4000,3000,600,"34° 07' S, 151° 06' E",,Australia,16,Y,,"""""""Portrait, Macro"""""""
Cape_Town_001101.cr2,cr2,27.97,6000,4000,600,"34° 33' S, 19° 00' E",,Africa,16,,,
Singapore_001102.raw,raw,20.47,2048,1536,1200,"1° 08' N, 104° 43' E",,Asia,14,,Oilers,"""""""Black and White, Landscape, Mountain"""""""
Cairo_001103.nef,nef,24.26,6000,4000,1200,"30.22020, 31.04044",,Africa,14,,,"""""""Street, Work, Festival"""""""
Tokyo_001104.raw,raw,39.8,1920,1080,1200,"35° 00' N, 140° 46' E",,Asia,16,Y,,
Singapore_001105.jpeg,jpeg,6.92,2048,1536,72,"2° 17' N, 104° 38' E",,Asia,24,,,"""""""Portrait, Event, Concert, Architecture"""""""
Sydney_001106.tiff,tiff,18.07,1920,1080,300,"34° 35' S, 151° 49' E",,Australia,,,,"""""""Black and White"""""""
Cape_Town_001107.nef,nef,30.2,4032,3024,300,"34° 47' S, 19° 12' E",,Africa,,,Canadiens,"""""""Holiday"""""""
Los_Angeles_001108.tif,tif,12.15,4032,3024,1200,"34° 09' N, 118° 28' W",,North America,32,,,"""""""Portrait"""""""
Sydney_001109.arw,arw,19.47,4032,3024,600,"34° 38' S, 151° 35' E",,Australia,16,Y,,"""""""Abstract, Blue Hour, Wildlife, Wedding, Family"""""""
Cape_Town_001110.tiff,tiff,33.63,4000,3000,300,"34° 16' S, 18° 07' E",Yes,Africa,24,Y,,"""""""Wedding, Travel"""""""
Cairo_001111.arw,arw,35.11,4032,3024,300,"30° 22' N, 31° 08' E",,Africa,,,,
Buenos_Aires_001112.jpeg,jpeg,1.79,2048,1536,96,"34° 16' S, 58° 19' W",,South America,32,,,"""""""Blue Hour, Vintage"""""""
Paris_001113.jpg,jpg,12.28,4032,3024,72,"49° 36' N, 3° 44' E",Yes,Europe,32,Y,,"""""""Mountain, Panorama, Travel, Work, Sunrise"""""""
Rio_de_Janeiro_001114.cr2,cr2,15.44,3840,2160,600,"23° 57' S, 43° 19' W",Yes,South America,14,,,
Cairo_001115.png,png,15.04,1920,1080,150,"30° 34' N, 31° 35' E",,Africa,32,,,"""""""Travel, Black and White, Street, Golden Hour"""""""
Los_Angeles_001116.arw,arw,20.24,3264,2448,300,"34.34815, -118.39769",,North America,14,Y,,"""""""Festival, Vintage"""""""
Barcelona_001117.nef,nef,33.01,6000,4000,300,"41.52210, 2.03283",,Europe,16,,,"""""""Event"""""""
Singapore_001118.jpg,jpg,21.22,4032,3024,96,,Yes,Asia,32,,,"""""""Night, Landscape, Golden Hour, Abstract, Art"""""""
Mumbai_001119.png,png,14.6,2048,1536,72,"19° 01' N, 72° 05' E",,Asia,24,,,"""""""Forest, Mountain"""""""
Cape_Town_001120.raw,raw,15.09,4032,3024,300,,,Africa,16,,,"""""""HDR, Golden Hour"""""""
Cape_Town_001121.tiff,tiff,34.46,4032,3024,300,"-33.45860, 18.69333",,Africa,48,,,"""""""Night"""""""
Tokyo_001122.arw,arw,42.9,1920,1080,1200,"35.49933, 139.66485",,Asia,16,,,"""""""Blue Hour, Portrait"""""""
Sydney_001123.arw,arw,24.43,2048,1536,300,"-34.03873, 150.93157",,,14,,,"""""""Night, Forest"""""""
Los_Angeles_001124.arw,arw,25.33,4000,3000,300,"34.37963, -118.20499",,North America,14,,,"""""""Panorama, Work, Street"""""""
Vancouver_001125.png,png,7.17,5472,3648,96,"49.43862, -123.27928",,North America,32,,,"""""""Black and White, Wedding, Macro, Golden Hour"""""""
New_York_001126.arw,arw,17.73,6000,4000,600,"40° 50' N, 74° 39' W",,North America,14,,,"""""""Night"""""""
Sydney_001127.tif,tif,30.67,3264,2448,1200,"34° 22' S, 152° 51' E",,,48,Y,Canadiens,"""""""Night, Black and White, Festival, Macro"""""""
Berlin_001128.tiff,tiff,22.7,4032,3024,600,,,Europe,24,Y,,"""""""Landscape, Beach, Sports, Art, Urban"""""""
Berlin_001129.png,png,4.51,3840,2160,72,"52.28510, 13.17363",,Europe,24,Y,,"""""""City, Art, Panorama, Sunrise, Concert"""""""
Cairo_001130.jpg,jpg,12.0,5472,3648,72,"30° 56' N, 31° 40' E",,,24,Y,,"""""""Food, Golden Hour"""""""
London_001131.arw,arw,32.74,4000,3000,1200,"51.36756, -0.39585",,Europe,14,,,"""""""Food, Concert, Travel"""""""
Cape_Town_001132.nef,nef,31.53,4032,3024,600,"34° 03' S, 19° 02' E",Yes,Africa,16,,Canadiens,"""""""Macro"""""""
Cairo_001133.jpg,jpg,6.83,1920,1080,96,"30.42900, 30.91129",,Africa,24,,,"""""""Architecture, Wedding, Concert, Blue Hour"""""""
Vancouver_001134.tiff,tiff,13.79,3840,2160,1200,"49° 41' N, 123° 04' W",,North America,48,,,"""""""Mountain, Architecture, Forest"""""""
Los_Angeles_001135.tiff,tiff,30.17,6000,4000,600,"33.61705, -118.16314",,North America,48,,,
Tokyo_001136.tif,tif,33.67,6000,4000,300,"35.91872, 139.36129",Yes,,48,,,"""""""HDR"""""""
Tokyo_001137.png,png,7.84,4032,3024,150,"36° 21' N, 139° 30' E",,Asia,24,Y,,"""""""Food"""""""
Cape_Town_001138.tif,tif,28.44,4032,3024,1200,"-33.94285, 18.47502",,Africa,48,,Blackhawks,
Mumbai_001139.tif,tif,11.58,1920,1080,300,"19.36944, 72.57913",,Asia,24,Y,,"""""""Golden Hour, Landscape, Work"""""""
Barcelona_001140.tif,tif,17.15,5472,3648,600,"41.54920, 2.53159",,Europe,48,,,"""""""Wildlife, Art, Street"""""""
Buenos_Aires_001141.jpg,jpg,9.8,2048,1536,300,"-34.85052, -58.36306",Yes,South America,24,Y,,"""""""Street"""""""
Berlin_001142.arw,arw,26.91,3840,2160,1200,"52.43554, 13.38126",Yes,Europe,14,,,"""""""HDR, Vintage"""""""
Mumbai_001143.jpeg,jpeg,3.22,5472,3648,72,"19.40892, 72.63004",,Asia,24,,,"""""""Work, Wildlife, Sports, Abstract, Black and White"""""""
Los_Angeles_001144.tif,tif,17.89,5472,3648,300,"33.69306, -118.23522",,North America,32,,,"""""""Mountain, Wedding, Festival, Sunset"""""""
Rio_de_Janeiro_001145.raw,raw,26.03,5472,3648,600,"23° 24' S, 43° 32' W",Yes,South America,14,,,"""""""Family"""""""
Tokyo_001146.png,png,15.59,4000,3000,150,"36° 00' N, 140° 06' E",,Asia,32,Y,,
Sydney_001147.raw,raw,30.81,6000,4000,1200,"-33.55372, 151.57832",,Australia,16,,,
Cape_Town_001148.cr2,cr2,34.38,3840,2160,300,"-33.81767, 18.02344",,Africa,16,Y,,"""""""Blue Hour, Macro, Mountain"""""""
Vancouver_001149.raw,raw,40.23,4000,3000,600,,,North America,,,,
Singapore_001150.arw,arw,26.19,3264,2448,600,"1.14291, 103.87232",,Asia,16,Y,,"""""""Vacation, Event, Forest"""""""
Barcelona_001151.tif,tif,16.42,3840,2160,1200,"42° 28' N, 2° 23' E",,Europe,48,Y,,"""""""Architecture, Sunrise, Sunset, Golden Hour, HDR"""""""
New_York_001152.tif,tif,17.65,3840,2160,300,"40.81555, -73.94601",,North America,,Y,,"""""""Landscape, Abstract, Street"""""""
Tokyo_001153.tiff,tiff,23.4,3264,2448,1200,"35.91695, 139.21217",,Asia,24,,Oilers,"""""""Blue Hour, Festival"""""""
New_York_001154.jpg,jpg,22.4,2048,1536,72,"40.60085, -73.95159",,North America,32,Y,,"""""""City, Art"""""""
Buenos_Aires_001155.nef,nef,23.7,5472,3648,600,"-34.99067, -58.69080",,South America,14,Y,,"""""""Macro, Travel, Forest"""""""
Paris_001156.nef,nef,25.18,6000,4000,600,"49° 32' N, 2° 45' E",,Europe,16,,Oilers,"""""""Blue Hour, Macro, Vacation, Golden Hour, Urban"""""""
Cape_Town_001157.jpeg,jpeg,20.21,3264,2448,72,"-33.76141, 18.71278",Yes,Africa,,Y,,"""""""Wildlife, Street, Abstract, Nature"""""""
Vancouver_001158.arw,arw,37.0,1920,1080,1200,"49° 26' N, 123° 10' W",,North America,16,,,"""""""Panorama, Landscape, Abstract, Forest, Vintage"""""""
London_001159.jpeg,jpeg,17.26,6000,4000,96,"51.09325, -0.14771",,Europe,32,,,"""""""City"""""""
Cape_Town_001160.cr2,cr2,22.9,5472,3648,1200,"34° 48' S, 19° 41' E",,,16,,,"""""""Wedding, Wildlife, Night, Sunset"""""""
Mumbai_001161.tif,tif,27.81,3840,2160,600,"19° 36' N, 73° 44' E",,Asia,32,Y,,"""""""Black and White, Art, Nature, Panorama"""""""
Sydney_001162.tiff,tiff,17.21,1920,1080,1200,"-33.86088, 151.24800",,Australia,48,,,"""""""City, Golden Hour"""""""
Vancouver_001163.jpg,jpg,4.7,3840,2160,96,"49.26739, -123.52768",,North America,24,,,"""""""Work"""""""
Buenos_Aires_001164.jpeg,jpeg,7.67,1920,1080,72,,,South America,32,,,"""""""Panorama, Golden Hour, Night, Macro"""""""
New_York_001165.nef,nef,20.08,1920,1080,1200,"40° 51' N, 74° 51' W",Yes,North America,14,,,"""""""Travel, Mountain"""""""
Los_Angeles_001166.cr2,cr2,37.03,3264,2448,600,"34° 36' N, 118° 38' W",,North America,,,,"""""""HDR, Sunrise, Family, Wildlife, Sports"""""""
Tokyo_001167.arw,arw,23.76,3840,2160,300,"36.16650, 139.34125",,Asia,14,Y,,
Rio_de_Janeiro_001168.raw,raw,32.85,6000,4000,1200,"-22.61525, -43.48394",,South America,16,,,"""""""Forest"""""""
Cape_Town_001169.cr2,cr2,17.72,3264,2448,300,"34° 01' S, 19° 30' E",Yes,Africa,14,,,
Sydney_001170.png,png,23.96,3840,2160,300,"-33.70864, 151.13207",,Australia,24,Y,,
Mumbai_001171.tiff,tiff,10.08,6000,4000,1200,,,Asia,,,,"""""""Travel"""""""
Los_Angeles_001172.arw,arw,29.08,2048,1536,1200,"34° 26' N, 118° 15' W",,North America,14,,,"""""""Portrait"""""""
Cairo_001173.tiff,tiff,16.66,2048,1536,300,,,Africa,24,,,"""""""HDR, Sports, Wildlife"""""""
Rio_de_Janeiro_001174.arw,arw,29.56,1920,1080,600,"23° 07' S, 44° 56' W",,South America,16,,,"""""""Nature, Golden Hour, Food"""""""
Paris_001175.nef,nef,26.06,6000,4000,600,"49° 59' N, 2° 02' E",,Europe,14,,,"""""""Art, City, Sunrise"""""""
Singapore_001176.jpg,jpg,3.3,1920,1080,72,"1.16041, 103.91780",Yes,Asia,24,,Rangers,"""""""Panorama"""""""
Berlin_001177.jpg,jpg,16.76,5472,3648,96,"52.56373, 13.74928",,Europe,24,,,"""""""Vintage, Art, Work, Mountain"""""""
London_001178.raw,raw,21.17,6000,4000,1200,"51.37482, -0.21713",,Europe,14,,Oilers,"""""""Sports, Vintage, Festival, Macro, Street"""""""
Sydney_001179.arw,arw,39.36,4000,3000,600,"-34.15952, 151.03318",Yes,Australia,16,,,"""""""Wildlife, Black and White, City, Beach"""""""
Cairo_001180.tiff,tiff,14.33,1920,1080,600,"31° 34' N, 31° 05' E",Yes,Africa,24,Y,,"""""""Concert, Wedding, Portrait"""""""
